Date,Adj Close,Close,High,Low,Open,Volume,daily_return,rsi,sma_20,sma_50,volatility
2020-03-15,28.729263305664062,31.47247314453125,34.14461898803711,31.447547912597656,34.937286376953125,17661326,-0.10084054983466106,15.340648347445693,36.02990369796753,37.54181934356689,0.03165400475605291
2020-03-16,26.80426979064941,29.363672256469727,31.25810432434082,28.341678619384766,31.47247314453125,5148437,-0.06700462502409987,12.860626330127573,35.42510089874268,37.32156005859375,0.033518988264400175
2020-03-17,27.0545654296875,29.637866973876953,30.659862518310547,28.665725708007812,29.363672256469727,4629706,0.00933790179672811,14.789542762650058,34.820980644226076,37.1266943359375,0.0336491627993456
2020-03-18,25.86680603027344,28.336692810058594,30.41558074951172,27.444316864013672,29.637866973876953,6239830,-0.043902364741394306,13.28650587509513,34.17271747589111,36.90725425720215,0.03405415053980661
2020-03-19,27.773595809936523,30.425552368164062,31.168367385864258,25.524959564208984,28.336692810058594,13080546,0.07371570256611704,26.245275258915512,33.60523138046265,36.707291755676266,0.03958982524440117
2020-03-22,29.46194267272949,32.27511215209961,33.466609954833984,31.402679443359375,30.425552368164062,7576031,0.06078963899189915,35.44454890830015,33.121024703979494,36.53481605529785,0.04307112216996892
2020-03-23,29.580265045166016,32.40473175048828,34.88743209838867,31.532297134399414,32.27511215209961,11959749,0.004016108976617083,36.04657783248388,32.6438720703125,36.3616121673584,0.043154285540391496
2020-03-24,28.5654354095459,31.293001174926758,31.911184310913086,30.41059684753418,32.40473175048828,6875818,-0.03430765863898033,33.18783968947638,32.115977954864505,36.177577323913575,0.04329260647542979
2020-03-25,28.492624282836918,31.21323585510254,31.906198501586914,30.859275817871094,31.293001174926758,4307881,-0.002548924098830563,32.98571214757301,31.629268836975097,35.986807327270505,0.04332872335844646
2020-03-26,28.460765838623047,31.17833709716797,31.527311325073242,30.75956916809082,31.21323585510254,5991930,-0.0011181295165241245,32.89131925400197,31.154619216918945,35.79139549255371,0.043397467932688755
2020-03-29,27.782697677612305,30.435522079467773,30.8343505859375,30.32584571838379,31.17833709716797,2264874,-0.023824663217268727,30.866727363947675,30.66517972946167,35.57778049468994,0.04345120127583328
2020-03-30,26.9089412689209,29.478336334228516,30.649892807006836,29.313819885253906,30.435522079467773,6026673,-0.03144966046243569,28.437597115678543,30.231715202331543,35.3283960723877,0.04269300625644977
2020-03-31,26.74511337280273,29.298864364624023,29.627897262573242,29.03962516784668,29.478336334228516,7695026,-0.006088232698600593,27.992773022550793,29.789148902893068,35.08338035583496,0.04260858752173693
2020-04-01,26.267276763916016,28.775402069091797,29.03962516784668,28.600915908813477,29.298864364624023,3752991,-0.017866314575904152,26.68182007296781,29.322690773010255,34.835725173950195,0.04250181820960419
2020-04-02,26.076143264770508,28.566017150878906,28.855167388916016,28.416458129882812,28.775402069091797,10562381,-0.007276487047491398,26.154195965930057,28.896280193328856,34.576055946350095,0.04240284293864063
2020-04-05,25.511842727661133,27.94783592224121,28.665725708007812,27.793289184570312,28.566017150878906,3065700,-0.021640490749709862,24.607064151651258,28.419355201721192,34.31147178649903,0.04198640049821134
2020-04-06,25.93961906433105,28.416458129882812,28.66073989868164,28.217044830322266,27.94783592224121,9667153,0.016767755321966726,28.080227619527477,28.045051097869873,34.056353340148924,0.041870604643995855
2020-04-07,27.855648040771484,29.907075881958008,30.644906997680664,28.421443939208984,28.416458129882812,8633290,0.07386496199842507,41.155985291880704,27.888965225219728,33.84064769744873,0.04339322328709722
