Date,Adj Close,Close,High,Low,Open,Volume,daily_return,rsi,sma_20,sma_50,volatility
2020-03-15,6.516446113586426,7.809999942779541,8.380000114440918,7.769999980926514,8.630000114440918,2740164,-0.07244648504434625,23.45679017773962,7.719193530082703,8.51293173789978,0.03347785469393425
2020-03-16,5.89901065826416,7.070000171661377,7.739999771118164,7.03000020980835,7.809999942779541,4563312,-0.09475033546812384,18.771931019792035,7.594872069358826,8.441843233108521,0.03789340999843817
2020-03-17,5.331637859344482,6.389999866485596,6.590000152587891,6.369999885559082,7.070000171661377,5020418,-0.09618100928921403,15.674013788785118,7.437175750732422,8.370420970916747,0.04116005294019052
2020-03-18,4.856045246124268,5.820000171661377,6.400000095367432,5.760000228881836,6.389999866485596,5470849,-0.08920197240828509,13.6417412797516,7.270718455314636,8.286149377822875,0.04374949586654673
2020-03-19,5.223169803619385,6.260000228881836,6.400000095367432,5.239999771118164,5.820000171661377,5677062,0.0756015520629938,22.044318446006358,7.1155252933502195,8.208886528015137,0.04839797950871342
2020-03-22,5.682074069976807,6.809999942779541,6.880000114440918,6.409999847412109,6.260000228881836,7263449,0.08785934281505181,31.072393726747862,6.974516463279724,8.138966150283814,0.053550822579315864
2020-03-23,6.282822132110596,7.53000020980835,8.220000267028809,7.130000114440918,6.809999942779541,8319369,0.10572689738559515,40.74660570476088,6.867716836929321,8.080226345062256,0.06034613820936476
2020-03-24,6.115947246551514,7.329999923706055,7.699999809265137,7.010000228881836,7.53000020980835,3518440,-0.026560498140828837,39.10474921666904,6.765923476219177,8.017648439407349,0.06027203541620337
2020-03-25,6.266134738922119,7.510000228881836,7.800000190734863,7.289999961853027,7.329999923706055,4534702,0.024556701736642594,41.39359386023426,6.666633224487304,7.955070552825927,0.0605996266891615
2020-03-26,6.441351890563965,7.71999979019165,7.809999942779541,7.5,7.510000228881836,4123037,0.02796255729285302,44.036404430625026,6.579441261291504,7.899167613983154,0.061252274961535846
2020-03-29,6.3412275314331055,7.599999904632568,7.699999809265137,7.5,7.71999979019165,2217676,-0.015543997724690839,42.84737399437943,6.502261829376221,7.843097801208496,0.060951055097386554
2020-03-30,6.266134738922119,7.510000228881836,7.610000133514404,7.400000095367432,7.599999904632568,1969435,-0.011841996228451945,41.93288382773959,6.450947952270508,7.787027997970581,0.05895027310475887
2020-03-31,6.541476726531982,7.840000152587891,7.940000057220459,7.630000114440918,7.510000228881836,3811003,0.0439412810419757,46.44627893195806,6.408812093734741,7.7403031349182125,0.05987731697443433
2020-04-01,6.466383457183838,7.75,7.869999885559082,7.619999885559082,7.840000152587891,1449333,-0.011479559201604927,45.409623915579054,6.358749723434448,7.694078912734986,0.059780980892995786
2020-04-02,7.008725166320801,8.399999618530273,8.979999542236328,8.0,7.75,4654388,0.08387094776052106,53.48452900562361,6.335804438591003,7.656532163619995,0.0630376766751866
2020-04-05,6.875226020812988,8.239999771118164,8.5,8.130000114440918,8.399999618530273,1784503,-0.019047564619785518,51.46646094326066,6.305767011642456,7.615314168930054,0.0631585698492613
2020-04-06,7.158912658691406,8.579999923706055,8.84000015258789,8.279999732971191,8.239999771118164,3492194,0.041262154439669185,55.32413623458685,6.30242953300476,7.580270547866821,0.06342602937915218
2020-04-07,7.501004219055176,8.989999771118164,9.1899995803833,8.710000038146973,8.579999923706055,4477357,0.047785407739043606,59.50419081659018,6.341227769851685,7.553904371261597,0.0619386358465272
2020-04-08,7.576098918914795,9.079999923706055,9.479999542236328,8.800000190734863,8.989999771118164,4488257,0.010011286178036372,60.38052414661394,6.368762087821961,7.528038825988769,0.061320250269993694
2020-04-09,7.592785835266113,9.100000381469727,9.329999923706055,8.899999618530273,9.079999923706055,1959218,0.0022025737163564596,60.58463976399647,6.397130751609803,7.498335170745849,0.061311685756244357
2020-04-12,7.442598819732666,8.920000076293945,9.180000305175781,8.829999923706055,9.100000381469727,2401055,-0.019780225439242072,57.70320730592618,6.443438386917114,7.45895281791687,0.05886132306519607
2020-04-13,7.475974559783935,8.960000038146973,9.119999885559082,8.869999885559082,8.920000076293945,3082399,0.004484420141359635,58.17922293541241,6.522286581993103,7.42407606124878,0.05366923874381184
