Date,Adj Close,Close,High,Low,Open,Volume,daily_return,rsi,sma_20,sma_50,volatility,sentiment_news,sentiment_social,tic
2020-03-15,1.2303906679153442,1.899999976158142,2.059999942779541,1.850000023841858,2.180000066757202,2335434,-0.1284404754314936,13.470857041261397,1.8028461933135984,2.0592854976654054,0.0427635086075398,0.0,-0.3148309774223958,AMOC
2020-03-15,28.729263305664062,31.47247314453125,34.14461898803711,31.447547912597656,34.937286376953125,17661326,-0.100840549834661,15.340648347445692,36.02990369796753,37.54181934356689,0.0316540047560529,0.0,-0.1458648040578413,COMI
2020-03-15,6.516446113586426,7.809999942779541,8.380000114440918,7.769999980926514,8.630000114440918,2740164,-0.0724464850443462,23.45679017773962,7.719193530082703,8.51293173789978,0.0334778546939342,0.0,-0.0995602589972528,SWDY
2020-03-16,1.1332546472549438,1.75,1.899999976158142,1.7100000381469727,1.899999976158142,2396915,-0.0789472995800417,12.021510642346785,1.7549257099628448,2.034807198047638,0.0443149811891425,0.0,-0.696900733788901,AMOC
2020-03-16,26.80426979064941,29.363672256469727,31.25810432434082,28.341678619384766,31.47247314453125,5148437,-0.0670046250240998,12.860626330127571,35.42510089874268,37.32156005859375,0.0335189882644001,0.0782916325454685,0.0782916325454685,COMI
2020-03-16,5.89901065826416,7.070000171661377,7.739999771118164,7.03000020980835,7.809999942779541,4563312,-0.0947503354681238,18.771931019792035,7.594872069358826,8.441843233108521,0.0378934099984381,-0.7135779833158821,-0.7135779833158821,SWDY
2020-03-17,1.0620214939117432,1.6399999856948853,1.7200000286102295,1.600000023841858,1.75,1347192,-0.0628571464637247,11.080043875619223,1.70117706656456,2.0130487084388733,0.0432255328619603,-0.3214185710908754,-0.3214185710908754,AMOC
2020-03-17,27.0545654296875,29.637866973876953,30.659862518310547,28.665725708007812,29.363672256469727,4629706,0.0093379017967281,14.789542762650058,34.82098064422608,37.1266943359375,0.0336491627993456,0.0,0.0121092375298916,COMI
2020-03-17,5.331637859344482,6.389999866485596,6.590000152587891,6.369999885559082,7.070000171661377,5020418,-0.096181009289214,15.674013788785118,7.437175750732422,8.370420970916747,0.0411600529401905,-0.3712628527427087,-0.3712628527427087,SWDY
2020-03-18,1.010215401649475,1.559999942779541,1.7200000286102295,1.5,1.6399999856948853,1944737,-0.0487806438563223,10.439694365895916,1.6480759859085083,1.9912902164459227,0.0433525853258917,0.0,-0.629569122619714,AMOC
